📺央卫频道-IPTV👉,#genre#
江苏卫视4K,http://zhgx.app.sccncd.com:80/rtp/239.0.0.210:5140
江苏卫视4K,http://zhgx.app.sccncd.com:80/rtp/239.0.0.205:5140
江西卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.63:5140
康巴卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.175:5140
辽宁卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.56:5140
内蒙古卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.79:5140
宁夏卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.35:5140
青海卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.108:5140
三沙卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.195:5140
厦门卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.194:5140
山东卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.66:5140
山东卫视4K,http://zhgx.app.sccncd.com:80/rtp/239.0.0.213:5140
山东卫视4K,http://zhgx.app.sccncd.com:80/rtp/239.0.0.208:5140
山西卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.78:5140
陕西卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.53:5140
深圳卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.71:5140
深圳卫视4K,http://zhgx.app.sccncd.com:80/rtp/239.0.0.199:5140
四川卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.1:5140
四川卫视4K,http://zhgx.app.sccncd.com:80/rtp/239.0.0.202:5140
四川卫视4K,http://zhgx.app.sccncd.com:80/rtp/239.0.0.203:5140
天津卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.54:5140
西藏卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.39:5140
新疆卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.38:5140
延边卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.76:5140
云南卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.74:5140
浙江卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.61:5140
浙江卫视4K,http://zhgx.app.sccncd.com:80/rtp/239.0.0.211:5140
浙江卫视4K,http://zhgx.app.sccncd.com:80/rtp/239.0.0.206:5140
重庆卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.72:5140
山东教育卫视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.197:5140
四川峨眉电影,http://zhgx.app.sccncd.com:80/rtp/239.0.0.9:5140
四川经济,http://zhgx.app.sccncd.com:80/rtp/239.0.0.2:5140
四川文化旅游,http://zhgx.app.sccncd.com:80/rtp/239.0.0.3:5140
四川新闻,http://zhgx.app.sccncd.com:80/rtp/239.0.0.4:5140
四川影视文艺,http://zhgx.app.sccncd.com:80/rtp/239.0.0.5:5140
四川星空购物,http://zhgx.app.sccncd.com:80/rtp/239.0.0.6:5140
四川妇儿,http://zhgx.app.sccncd.com:80/rtp/239.0.0.7:5140
四川乡村,http://zhgx.app.sccncd.com:80/rtp/239.0.0.8:5140
四川TV科教,http://zhgx.app.sccncd.com:80/rtp/239.0.0.186:5140
四川科教,http://zhgx.app.sccncd.com:80/rtp/239.0.0.186:5140
成都综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.144:5140
成都经济,http://zhgx.app.sccncd.com:80/rtp/239.0.0.162:5140
成都生活,http://zhgx.app.sccncd.com:80/rtp/239.0.0.163:5140
成都影视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.164:5140
成都公共,http://zhgx.app.sccncd.com:80/rtp/239.0.0.161:5140
成都少儿,http://zhgx.app.sccncd.com:80/rtp/239.0.0.165:5140
成都每日购物,http://zhgx.app.sccncd.com:80/rtp/239.0.0.160:5140
CETV2,http://zhgx.app.sccncd.com:80/rtp/239.0.0.196:5140
CETV4,http://zhgx.app.sccncd.com:80/rtp/239.0.0.98:5140
阿坝藏语图文,http://zhgx.app.sccncd.com:80/rtp/239.0.0.142:5140
阿坝新闻综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.141:5140
巴中文旅生活,http://zhgx.app.sccncd.com:80/rtp/239.0.0.80:5140
巴中综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.139:5140
达州文化生活,http://zhgx.app.sccncd.com:80/rtp/239.0.0.81:5140
达州新闻综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.133:5140
德阳公共,http://zhgx.app.sccncd.com:80/rtp/239.0.0.138:5140
德阳新闻综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.82:5140
甘孜综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.135:5140
广安文旅乡村,http://zhgx.app.sccncd.com:80/rtp/239.0.0.83:5140
广安新闻综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.132:5140
广元文化生活,http://zhgx.app.sccncd.com:80/rtp/239.0.0.84:5140
广元综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.126:5140
乐山文旅生活,http://zhgx.app.sccncd.com:80/rtp/239.0.0.85:5140
乐山新闻综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.129:5140
凉山新闻综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.136:5140
凉山彝语综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.137:5140
泸州科教生活,http://zhgx.app.sccncd.com:80/rtp/239.0.0.86:5140
泸州新闻,http://zhgx.app.sccncd.com:80/rtp/239.0.0.125:5140
眉山文旅乡村,http://zhgx.app.sccncd.com:80/rtp/239.0.0.87:5140
眉山综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.130:5140
绵阳科教生活,http://zhgx.app.sccncd.com:80/rtp/239.0.0.88:5140
绵阳综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.121:5140
南充科教生活,http://zhgx.app.sccncd.com:80/rtp/239.0.0.89:5140
南充综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.176:5140
内江科教生活,http://zhgx.app.sccncd.com:80/rtp/239.0.0.90:5140
内江综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.128:5140
攀枝花新闻综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.124:5140
遂宁文化生活,http://zhgx.app.sccncd.com:80/rtp/239.0.0.92:5140
遂宁新闻综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.127:5140
西藏藏语频道,http://zhgx.app.sccncd.com:80/rtp/239.0.0.105:5140
雅安文化生活,http://zhgx.app.sccncd.com:80/rtp/239.0.0.93:5140
雅安新闻综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.140:5140
宜宾科教文旅,http://zhgx.app.sccncd.com:80/rtp/239.0.0.94:5140
宜宾新闻综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.131:5140
资阳新闻综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.134:5140
自贡文化生活,http://zhgx.app.sccncd.com:80/rtp/239.0.0.97:5140
自贡综合,http://zhgx.app.sccncd.com:80/rtp/239.0.0.123:5140
CGTN-英语,http://zhgx.app.sccncd.com:80/rtp/239.0.0.49:5140
北京纪实科教,http://zhgx.app.sccncd.com:80/rtp/239.0.0.77:5140
财富天下,http://zhgx.app.sccncd.com:80/rtp/239.0.0.34:5140
茶频道,http://zhgx.app.sccncd.com:80/rtp/239.0.0.36:5140
动漫秀场,http://zhgx.app.sccncd.com:80/rtp/239.0.0.28:5140
法治天地,http://zhgx.app.sccncd.com:80/rtp/239.0.0.33:5140
欢笑剧场4K,http://zhgx.app.sccncd.com:80/rtp/239.0.0.201:5140
金色学堂,http://zhgx.app.sccncd.com:80/rtp/239.0.0.32:5140
金鹰纪实,http://zhgx.app.sccncd.com:80/rtp/239.0.0.69:5140
金鹰卡通,http://zhgx.app.sccncd.com:80/rtp/239.0.0.95:5140
精彩影视,http://zhgx.app.sccncd.com:80/rtp/239.0.0.26:5140
卡酷动画,http://zhgx.app.sccncd.com:80/rtp/239.0.0.75:5140
快乐垂钓,http://zhgx.app.sccncd.com:80/rtp/239.0.0.40:5140
老故事,http://zhgx.app.sccncd.com:80/rtp/239.0.0.27:5140
乐游,http://zhgx.app.sccncd.com:80/rtp/239.0.0.30:5140
书画,http://zhgx.app.sccncd.com:80/rtp/239.0.0.31:5140
先锋乒羽,http://zhgx.app.sccncd.com:80/rtp/239.0.0.37:5140
中国交通,http://zhgx.app.sccncd.com:80/rtp/239.0.0.143:5140
中国教育频道,http://zhgx.app.sccncd.com:80/rtp/239.0.0.51:5140
中学生,http://zhgx.app.sccncd.com:80/rtp/239.0.0.29:5140



📺地方频道-四川👉,#genre#
四川科教,http://182.150.115.21:8030/pcgacg/pcgacg_0.m3u8
甘孜综合,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
广安文旅乡村,http://live1.gatv.com.cn:85/live/GGPD.m3u8
广安文旅乡村,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8?zsicd
广安文旅乡村,http://live1.gatv.com.cn:85/live/GGPD_ggpdzm.m3u8
广安新闻综合,http://live1.gatv.com.cn:85/live/XWZH.m3u8
江津新闻综合,http://222.179.155.21:1935/ch1.m3u8?zzhongqd
乐至综合,http://175.155.106.72:89/live1/live1.m3u8
龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8?zzhed?
龙泉新闻综合,http://l.cztvcloud.com/channels/lantian/SXlongquan1/720p.m3u8
松潘新闻综合,http://live.spccmc.com:90/live/spxwzh.m3u8
雅安新闻综合,https://play.yunxya.com/channellive/xinwen.m3u8
